Station,Date,Depth,Parameter,Value,Unit,VQ
114,'05/13/2008',0.5,"Chlorophyll a, corrected for pheophytin",10,mg/m3,NA
114,'05/13/2008',0.5,Phosphorus as P,0.015,mg/l,M
114,'05/13/2008',0.5,"Temperature, water",28.3,deg C,NA
114,'05/13/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.186,mg/l,NA
114,'05/13/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.065,mg/l,NA
114,'05/13/2008',0.5,"Nitrogen, Kjeldahl",1.59,mg/l,NA
114,'05/13/2008',0.5,Dissolved oxygen (DO),5.64,mg/l,NA
114,'05/13/2008',0.5,Turbidity,5.1,NTU,NA
114,'05/13/2008',0.5,pH,7.73,None,NA
114,'05/13/2008',0.5,"Temperature, water",28.3,deg C,NA
114,'05/13/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
114,'05/13/2008',0.5,"Nitrogen, Kjeldahl",1.3,mg/l,NA
114,'05/13/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.216,mg/l,NA
114,'05/13/2008',0.5,Turbidity,4.9,NTU,NA
114,'05/13/2008',0.5,Dissolved oxygen (DO),5.92,mg/l,NA
114,'05/13/2008',0.5,Phosphorus as P,0.022,mg/l,M
114,'05/13/2008',0.5,pH,7.75,None,NA
114,'05/13/2008',0.5,Salinity,0.0846,ppth,M
114,'05/13/2008',0.5,"Chlorophyll a, corrected for pheophytin",11.2,mg/m3,NA
114,'05/13/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.053,mg/l,NA
32,'05/13/2008',0.5,"Chlorophyll a, corrected for pheophytin",5.11,mg/m3,NA
32,'05/13/2008',0.5,Salinity,0.0493,ppth,M
32,'05/13/2008',0.5,pH,7.63,None,NA
32,'05/13/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
32,'05/13/2008',0.5,Dissolved oxygen (DO),5.21,mg/l,NA
32,'05/13/2008',0.5,"Temperature, water",27,deg C,NA
32,'05/13/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,U
32,'05/13/2008',0.5,Phosphorus as P,0.013,mg/l,M
32,'05/13/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.01,mg/l,M
32,'05/13/2008',0.5,Turbidity,2,NTU,NA
32,'05/13/2008',0.5,"Nitrogen, Kjeldahl",1.03,mg/l,NA
29,'05/13/2008',0.5,Salinity,0.1,ppth,NA
29,'05/13/2008',0.5,pH,7.65,None,NA
29,'05/13/2008',0.5,"Nitrogen, Kjeldahl",1.53,mg/l,NA
29,'05/13/2008',0.5,Phosphorus as P,0.012,mg/l,M
29,'05/13/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.31,mg/l,NA
29,'05/13/2008',0.5,Turbidity,2.5,NTU,NA
29,'05/13/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
29,'05/13/2008',0.5,"Temperature, water",27.6,deg C,NA
29,'05/13/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.028,mg/l,NA
29,'05/13/2008',0.5,"Chlorophyll a, corrected for pheophytin",4.92,mg/m3,NA
29,'05/13/2008',0.5,Dissolved oxygen (DO),4.78,mg/l,NA
23,'05/13/2008',0.5,pH,7.38,None,NA
23,'05/13/2008',0.5,"Phosphorus, orthophosphate as P",0.003,mg/l,M
23,'05/13/2008',0.5,Turbidity,0.85,NTU,NA
23,'05/13/2008',0.5,"Nitrogen, Kjeldahl",1.87,mg/l,NA
23,'05/13/2008',0.5,"Chlorophyll a, corrected for pheophytin",2.58,mg/m3,M
23,'05/13/2008',0.5,Salinity,0.13,ppth,NA
23,'05/13/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,,T
23,'05/13/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.452,mg/l,NA
23,'05/13/2008',0.5,"Temperature, water",24,deg C,NA
23,'05/13/2008',0.5,Dissolved oxygen (DO),4.1,mg/l,NA
23,'05/13/2008',0.5,Phosphorus as P,0.018,mg/l,M
111,'05/12/2008',0.5,Dissolved oxygen (DO),5.15,mg/l,NA
111,'05/12/2008',0.5,"Nitrogen, Kjeldahl",0.631,mg/l,NA
111,'05/12/2008',0.5,Salinity,22.5,ppth,NA
111,'05/12/2008',0.5,"Temperature, water",29.2,deg C,NA
111,'05/12/2008',0.5,Turbidity,1.3,NTU,NA
111,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",9.56,mg/m3,NA
111,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.032,mg/l,NA
111,'05/12/2008',0.5,pH,7.53,None,NA
111,'05/12/2008',0.5,Phosphorus as P,0.067,mg/l,NA
111,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.065,mg/l,NA
111,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.064,mg/l,NA
112,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.087,mg/l,NA
112,'05/12/2008',0.5,Salinity,16.6,ppth,NA
112,'05/12/2008',0.5,"Temperature, water",29.1,deg C,NA
112,'05/12/2008',0.5,Phosphorus as P,0.077,mg/l,NA
112,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.096,mg/l,NA
112,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.055,mg/l,NA
112,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",2.32,mg/m3,M
112,'05/12/2008',0.5,"Nitrogen, Kjeldahl",0.772,mg/l,NA
112,'05/12/2008',0.5,pH,7.42,None,NA
112,'05/12/2008',0.5,Turbidity,0.9,NTU,NA
112,'05/12/2008',0.5,Dissolved oxygen (DO),4.88,mg/l,NA
8,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
8,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,,T
8,'05/12/2008',0.5,Turbidity,1.4,NTU,NA
8,'05/12/2008',0.5,"Nitrogen, Kjeldahl",1.17,mg/l,NA
8,'05/12/2008',0.5,Salinity,NaN,ppth,U
8,'05/12/2008',0.5,Phosphorus as P,0.028,mg/l,M
8,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
8,'05/12/2008',0.5,pH,8.22,None,NA
8,'05/12/2008',0.5,Dissolved oxygen (DO),7.24,mg/l,NA
8,'05/12/2008',0.5,"Temperature, water",28.7,deg C,NA
8,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",5.56,mg/m3,NA
37,'05/12/2008',0.5,"Nitrogen, Kjeldahl",0.33,mg/l,M
37,'05/12/2008',0.5,Phosphorus as P,0.044,mg/l,NA
37,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.02,mg/l,M
37,'05/12/2008',0.5,pH,7.78,None,NA
37,'05/12/2008',0.5,Dissolved oxygen (DO),6.71,mg/l,NA
37,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.017,mg/l,NA
37,'05/12/2008',0.5,"Temperature, water",28.6,deg C,NA
37,'05/12/2008',0.5,Turbidity,1.8,NTU,NA
37,'05/12/2008',0.5,Salinity,31.6,ppth,NA
37,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",2.57,mg/m3,M
37,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.044,mg/l,M
89,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.151,mg/l,NA
5,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.026,mg/l,M
5,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",2.81,mg/m3,M
5,'05/12/2008',0.5,Phosphorus as P,0.057,mg/l,NA
5,'05/12/2008',0.5,pH,7.59,None,NA
5,'05/12/2008',0.5,Salinity,28.4,ppth,NA
5,'05/12/2008',0.5,"Temperature, water",28.5,deg C,NA
5,'05/12/2008',0.5,Turbidity,1.2,NTU,NA
5,'05/12/2008',0.5,"Nitrogen, Kjeldahl",0.793,mg/l,NA
5,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.029,mg/l,NA
5,'05/12/2008',0.5,Dissolved oxygen (DO),5.5,mg/l,NA
5,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.046,mg/l,M
89,'05/12/2008',0.5,Turbidity,1.4,NTU,NA
89,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",7.27,mg/m3,NA
89,'05/12/2008',0.5,"Nitrogen, Kjeldahl",1.15,mg/l,NA
89,'05/12/2008',0.5,pH,7.8,None,NA
89,'05/12/2008',0.5,Salinity,NaN,ppth,T
89,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
89,'05/12/2008',0.5,Dissolved oxygen (DO),4.79,mg/l,NA
89,'05/12/2008',0.5,Phosphorus as P,0.024,mg/l,M
89,'05/12/2008',0.5,"Temperature, water",27.4,deg C,NA
89,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.037,mg/l,NA
36,'05/12/2008',0.5,"Temperature, water",28.9,deg C,NA
36,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.01,mg/l,M
36,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",6.13,mg/m3,NA
36,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.019,mg/l,NA
36,'05/12/2008',0.5,Dissolved oxygen (DO),6.74,mg/l,NA
36,'05/12/2008',0.5,Turbidity,1.4,NTU,NA
36,'05/12/2008',0.5,pH,7.71,None,NA
36,'05/12/2008',0.5,"Nitrogen, Kjeldahl",0.565,mg/l,NA
36,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
36,'05/12/2008',0.5,Phosphorus as P,0.052,mg/l,NA
36,'05/12/2008',0.5,Salinity,30.3,ppth,NA
6,'05/12/2008',0.5,Dissolved oxygen (DO),8.05,mg/l,NA
6,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,,U
6,'05/12/2008',0.5,Phosphorus as P,0.031,mg/l,M
6,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",4.54,mg/m3,NA
6,'05/12/2008',0.5,Turbidity,1.1,NTU,NA
6,'05/12/2008',0.5,pH,8.2,None,NA
6,'05/12/2008',0.5,"Temperature, water",28.9,deg C,NA
6,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
6,'05/12/2008',0.5,"Nitrogen, Kjeldahl",0.664,mg/l,NA
6,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
6,'05/12/2008',0.5,Salinity,NaN,ppth,U
4,'05/12/2008',0.5,"Nitrogen, Kjeldahl",1.47,mg/l,NA
4,'05/12/2008',0.5,"Temperature, water",28.1,deg C,NA
4,'05/12/2008',0.5,Salinity,NaN,ppth,U
4,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.193,mg/l,NA
4,'05/12/2008',0.5,Phosphorus as P,0.03,mg/l,M
4,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",14.8,mg/m3,NA
4,'05/12/2008',0.5,Dissolved oxygen (DO),4.08,mg/l,NA
4,'05/12/2008',0.5,pH,7.55,None,NA
4,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
4,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.024,mg/l,M
4,'05/12/2008',0.5,Turbidity,2.1,NTU,NA
35,'05/12/2008',0.5,Turbidity,0.65,NTU,NA
35,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.019,mg/l,NA
35,'05/12/2008',0.5,"Temperature, water",28.2,deg C,NA
35,'05/12/2008',0.5,Phosphorus as P,0.047,mg/l,NA
35,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",3.82,mg/m3,NA
35,'05/12/2008',0.5,Salinity,31.8,ppth,NA
35,'05/12/2008',0.5,"Nitrogen, Kjeldahl",0.314,mg/l,M
35,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.042,mg/l,M
35,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.01,mg/l,M
35,'05/12/2008',0.5,pH,7.81,None,NA
35,'05/12/2008',0.5,Dissolved oxygen (DO),6.9,mg/l,NA
4,'05/12/2008',0.5,Dissolved oxygen (DO),4.41,mg/l,NA
35,'05/12/2008',0.5,Phosphorus as P,0.05,mg/l,NA
35,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",2.73,mg/m3,M
35,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.014,mg/l,M
35,'05/12/2008',0.5,Turbidity,0.8,NTU,NA
35,'05/12/2008',0.5,"Temperature, water",28.1,deg C,NA
35,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.017,mg/l,NA
35,'05/12/2008',0.5,pH,7.81,None,NA
35,'05/12/2008',0.5,Salinity,31.9,ppth,NA
35,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.12,mg/l,NA
35,'05/12/2008',0.5,Dissolved oxygen (DO),6.97,mg/l,NA
35,'05/12/2008',0.5,"Nitrogen, Kjeldahl",0.328,mg/l,M
7,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
7,'05/12/2008',0.5,"Nitrogen, Kjeldahl",0.873,mg/l,NA
7,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",4.65,mg/m3,NA
7,'05/12/2008',0.5,Phosphorus as P,0.025,mg/l,M
7,'05/12/2008',0.5,"Temperature, water",28.8,deg C,NA
7,'05/12/2008',0.5,pH,8.15,None,NA
7,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
7,'05/12/2008',0.5,Turbidity,1.2,NTU,NA
7,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,,T
7,'05/12/2008',0.5,Salinity,NaN,ppth,U
7,'05/12/2008',0.5,Dissolved oxygen (DO),6.48,mg/l,NA
4,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.19,mg/l,NA
4,'05/12/2008',0.5,Turbidity,2.1,NTU,NA
4,'05/12/2008',0.5,pH,7.6,None,NA
4,'05/12/2008',0.5,"Nitrogen, Kjeldahl",1.55,mg/l,NA
4,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.022,mg/l,M
4,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",12.6,mg/m3,NA
4,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
4,'05/12/2008',0.5,"Temperature, water",28.2,deg C,NA
4,'05/12/2008',0.5,Phosphorus as P,0.029,mg/l,M
4,'05/12/2008',0.5,Salinity,NaN,ppth,U
34,'05/12/2008',0.5,Dissolved oxygen (DO),7.57,mg/l,NA
34,'05/12/2008',0.5,Turbidity,0.85,NTU,NA
34,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",3.23,mg/m3,M
34,'05/12/2008',0.5,Salinity,31.8,ppth,NA
34,'05/12/2008',0.5,Phosphorus as P,0.047,mg/l,NA
34,'05/12/2008',0.5,pH,7.91,None,NA
34,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.017,mg/l,NA
34,'05/12/2008',0.5,"Temperature, water",27.6,deg C,NA
34,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,,T
34,'05/12/2008',0.5,"Nitrogen, Kjeldahl",0.2,mg/l,M
34,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
3,'05/12/2008',0.5,Salinity,NaN,ppth,U
3,'05/12/2008',0.5,Turbidity,1.9,NTU,NA
3,'05/12/2008',0.5,"Temperature, water",28.7,deg C,NA
3,'05/12/2008',0.5,Phosphorus as P,0.08,mg/l,NA
3,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.07,mg/l,NA
3,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.16,mg/l,NA
3,'05/12/2008',0.5,Dissolved oxygen (DO),3.29,mg/l,NA
3,'05/12/2008',0.5,"Nitrogen, Kjeldahl",1.24,mg/l,NA
3,'05/12/2008',0.5,pH,7.56,None,NA
3,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.049,mg/l,NA
3,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",10,mg/m3,NA
11,'05/12/2008',0.5,pH,7.35,None,NA
11,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.012,mg/l,M
11,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",40.6,mg/m3,NA
11,'05/12/2008',0.5,Salinity,9.09,ppth,NA
11,'05/12/2008',0.5,Phosphorus as P,0.129,mg/l,NA
11,'05/12/2008',0.5,"Temperature, water",28.4,deg C,NA
11,'05/12/2008',0.5,Dissolved oxygen (DO),4.41,mg/l,NA
11,'05/12/2008',0.5,Turbidity,2,NTU,NA
11,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.026,mg/l,M
11,'05/12/2008',0.5,"Nitrogen, Kjeldahl",1.54,mg/l,NA
11,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.037,mg/l,NA
33,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.036,mg/l,NA
33,'05/12/2008',0.5,Dissolved oxygen (DO),5.33,mg/l,NA
33,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.054,mg/l,NA
33,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",4.67,mg/m3,NA
33,'05/12/2008',0.5,"Nitrogen, Kjeldahl",0.442,mg/l,NA
33,'05/12/2008',0.5,Turbidity,2.1,NTU,NA
33,'05/12/2008',0.5,pH,7.67,None,NA
33,'05/12/2008',0.5,"Temperature, water",28.2,deg C,NA
33,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.052,mg/l,M
33,'05/12/2008',0.5,Salinity,26.8,ppth,NA
33,'05/12/2008',0.5,Phosphorus as P,0.094,mg/l,NA
11,'05/12/2008',0.5,Salinity,9.26,ppth,NA
11,'05/12/2008',0.5,"Nitrogen, Kjeldahl",1.68,mg/l,NA
11,'05/12/2008',0.5,Phosphorus as P,0.121,mg/l,NA
11,'05/12/2008',0.5,pH,7.31,None,NA
11,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.026,mg/l,M
11,'05/12/2008',0.5,Dissolved oxygen (DO),4.32,mg/l,NA
11,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.041,mg/l,NA
11,'05/12/2008',0.5,"Temperature, water",28.4,deg C,NA
11,'05/12/2008',0.5,Turbidity,1.9,NTU,NA
11,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",35.6,mg/m3,NA
11,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.012,mg/l,M
2,'05/12/2008',0.5,Phosphorus as P,0.099,mg/l,NA
2,'05/12/2008',0.5,Salinity,NaN,ppth,T
2,'05/12/2008',0.5,"Temperature, water",28.8,deg C,NA
2,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.038,mg/l,M
2,'05/12/2008',0.5,Dissolved oxygen (DO),7.01,mg/l,NA
2,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,,T
2,'05/12/2008',0.5,"Nitrogen, Kjeldahl",1.34,mg/l,NA
2,'05/12/2008',0.5,pH,7.88,None,NA
2,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",21.8,mg/m3,NA
2,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.037,mg/l,NA
2,'05/12/2008',0.5,Turbidity,2.4,NTU,NA
12,'05/12/2008',0.5,"Temperature, water",28.3,deg C,NA
12,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.094,mg/l,NA
12,'05/12/2008',0.5,Dissolved oxygen (DO),7.65,mg/l,NA
12,'05/12/2008',0.5,Salinity,NaN,ppth,T
12,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.003,mg/l,M
12,'05/12/2008',0.5,Turbidity,0.5,NTU,NA
12,'05/12/2008',0.5,pH,8.1,None,NA
12,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",1.21,mg/m3,M
12,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.026,mg/l,M
12,'05/12/2008',0.5,Phosphorus as P,0.015,mg/l,M
12,'05/12/2008',0.5,"Nitrogen, Kjeldahl",1.45,mg/l,NA
1,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.083,mg/l,NA
1,'05/12/2008',0.5,"Temperature, water",28.3,deg C,NA
1,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",10.1,mg/m3,NA
1,'05/12/2008',0.5,Salinity,20.5,ppth,NA
1,'05/12/2008',0.5,Turbidity,2.2,NTU,NA
1,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.09,mg/l,NA
1,'05/12/2008',0.5,Dissolved oxygen (DO),5.87,mg/l,NA
1,'05/12/2008',0.5,Phosphorus as P,0.126,mg/l,NA
1,'05/12/2008',0.5,"Nitrogen, Kjeldahl",1.06,mg/l,NA
1,'05/12/2008',0.5,pH,7.49,None,NA
1,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.036,mg/l,NA
110,'05/12/2008',0.5,Dissolved oxygen (DO),5.43,mg/l,NA
110,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",0.019,mg/l,NA
110,'05/12/2008',0.5,"Temperature, water",30,deg C,NA
110,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.056,mg/l,NA
110,'05/12/2008',0.5,Salinity,NaN,ppth,U
110,'05/12/2008',0.5,"Nitrogen, Kjeldahl",0.693,mg/l,NA
110,'05/12/2008',0.5,Phosphorus as P,0.053,mg/l,NA
110,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.072,mg/l,M
110,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",11.1,mg/m3,NA
110,'05/12/2008',0.5,pH,7.73,None,NA
110,'05/12/2008',0.5,Turbidity,1.7,NTU,NA
14,'05/12/2008',0.5,pH,7.8,None,NA
14,'05/12/2008',0.5,"Chlorophyll a, corrected for pheophytin",2.12,mg/m3,M
14,'05/12/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
14,'05/12/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.024,mg/l,M
14,'05/12/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.101,mg/l,NA
14,'05/12/2008',0.5,"Temperature, water",28.6,deg C,NA
14,'05/12/2008',0.5,Turbidity,0.95,NTU,NA
14,'05/12/2008',0.5,Dissolved oxygen (DO),6.17,mg/l,NA
14,'05/12/2008',0.5,Salinity,0.0439,ppth,M
14,'05/12/2008',0.5,"Nitrogen, Kjeldahl",1.53,mg/l,NA
14,'05/12/2008',0.5,Phosphorus as P,0.015,mg/l,M
110,'02/20/2008',0.5,"Temperature, water",23.2,deg C,NA
110,'02/20/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.142,mg/l,NA
110,'02/20/2008',0.5,"Chlorophyll a, corrected for pheophytin",17.3,mg/m3,NA
110,'02/20/2008',0.5,Dissolved oxygen (DO),7.26,mg/l,NA
110,'02/20/2008',0.5,pH,7.43,None,NA
110,'02/20/2008',0.5,"Nitrogen, Kjeldahl",1.13,mg/l,NA
110,'02/20/2008',0.5,Turbidity,5.4,NTU,NA
110,'02/20/2008',0.5,Salinity,NaN,ppth,U
110,'02/20/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.063,mg/l,M
110,'02/20/2008',0.5,"Phosphorus, orthophosphate as P",0.01,mg/l,M
110,'02/20/2008',0.5,Phosphorus as P,0.075,mg/l,NA
2,'02/20/2008',0.5,pH,7.52,None,NA
2,'02/20/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
2,'02/20/2008',0.5,"Temperature, water",23,deg C,NA
2,'02/20/2008',0.5,"Nitrogen, Kjeldahl",0.959,mg/l,NA
2,'02/20/2008',0.5,"Chlorophyll a, corrected for pheophytin",13.4,mg/m3,NA
2,'02/20/2008',0.5,"Phosphorus, orthophosphate as P",0.234,mg/l,NA
2,'02/20/2008',0.5,Phosphorus as P,0.27,mg/l,NA
2,'02/20/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.34,mg/l,NA
2,'02/20/2008',0.5,Salinity,NaN,ppth,U
2,'02/20/2008',0.5,Dissolved oxygen (DO),8.18,mg/l,NA
2,'02/20/2008',0.5,Turbidity,2.2,NTU,NA
22,'02/20/2008',0.5,Phosphorus as P,0.03,mg/l,M
22,'02/20/2008',0.5,pH,7.84,None,NA
22,'02/20/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.326,mg/l,NA
22,'02/20/2008',0.5,"Temperature, water",24,deg C,NA
22,'02/20/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.176,mg/l,NA
22,'02/20/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,U
22,'02/20/2008',0.5,Turbidity,2.7,NTU,NA
22,'02/20/2008',0.5,"Nitrogen, Kjeldahl",1.78,mg/l,NA
22,'02/20/2008',0.5,Dissolved oxygen (DO),6.15,mg/l,NA
22,'02/20/2008',0.5,Salinity,NaN,ppth,T
22,'02/20/2008',0.5,"Chlorophyll a, corrected for pheophytin",11.4,mg/m3,NA
28,'02/20/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,U
28,'02/20/2008',0.5,Salinity,NaN,ppth,U
28,'02/20/2008',0.5,Phosphorus as P,0.023,mg/l,M
28,'02/20/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.15,mg/l,NA
28,'02/20/2008',0.5,"Temperature, water",23.4,deg C,NA
28,'02/20/2008',0.5,Dissolved oxygen (DO),6.97,mg/l,NA
28,'02/20/2008',0.5,pH,7.71,None,NA
28,'02/20/2008',0.5,"Chlorophyll a, corrected for pheophytin",8.95,mg/m3,NA
28,'02/20/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.305,mg/l,NA
28,'02/20/2008',0.5,"Nitrogen, Kjeldahl",1.29,mg/l,NA
28,'02/20/2008',0.5,Turbidity,2.5,NTU,NA
10,'02/20/2008',0.5,"Nitrogen, Kjeldahl",1.01,mg/l,NA
10,'02/20/2008',0.5,"Temperature, water",24.2,deg C,NA
10,'02/20/2008',0.5,pH,7.7,None,NA
10,'02/20/2008',0.5,"Phosphorus, orthophosphate as P",0.032,mg/l,NA
10,'02/20/2008',0.5,"Chlorophyll a, corrected for pheophytin",1.16,mg/m3,M
10,'02/20/2008',0.5,Salinity,23.3,ppth,NA
