"","DEP.Result.ID","Activity.ID","year","month","day","time","Activity.Start.Date.Time","lat_deg","lat_min","Org.Decimal.Latitude","lon_deg","lon_min","Org.Decimal.Longitude","Monitoring.Location.ID","Activity.Type","Activity.Depth","Activity.Depth.Unit","Activity.Depth.Top.Bottom.Unit","Sample.Collection.Type","Activity.Top.Depth","Activity.Bottom.Depth","Value.Qualifier","Result.Comments","DEP.Analyte.Name","DEP.Result.Value.Number","DEP.Result.Unit","program","RowID","ProgramID","ProgramName","Habitat","IndicatorID","IndicatorName","ParameterID","ParameterName","ParameterUnits","ProgramLocationID","AreaID","ManagedAreaName","Region","ActivityType","SampleDate","ResultValue","Year","Month","ActivityDepth_m","RelativeDepth","TotalDepth_m","MDL","PQL","DetectionUnit","ValueQualifier","ValueQualifierSource","SampleFraction","ResultComments","OriginalLatitude","OriginalLongitude","SEACAR_QAQCFlagCode","SEACAR_QAQC_Description","Include","SEACAR_EventID","MADup","ExportVersion","data_source","CLIENT SAMPLE ID","LAB SAMPLE ID","MATRIX","COLLECTED","ANALYTE","SAMPLE RESULT","REPORTING LIMIT","UNITS","METHOD","DILUTION","ANALYZED","PREPARED","source_file","SAMPLE COLLECTION DATE","Organization.ID","Org.Latitude..DD.MM.SS.SSSS.","Org.Longitude..DD.MM.SS.SSSS.","WBID","Matrix","Sampling.Agency.Name","DEP.Result.Value.Text","DEP.MDL","DEP.PQL","Sample.Fraction","Lab.ID","Audit.Censored.Decisions"
"...294",NA,NA,NA,NA,NA,NA,"07/18/2024 12:00:00",NA,NA,NA,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.058,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","39","35893185012","Water","07/18/2024","Nitrogen, Ammonia","0.058","0.050","mg/L","350.1 Ammonia","1","07/30/2024","07/30/2024","Results 7-18-2024.xls","7-18-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...295",NA,NA,NA,NA,NA,NA,"07/18/2024 12:00:00",NA,NA,NA,NA,NA,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.058,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","38","35893185013","Water","07/18/2024","Nitrogen, Ammonia","0.058","0.050","mg/L","350.1 Ammonia","1","07/30/2024","07/30/2024","Results 7-18-2024.xls","7-18-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...296",NA,NA,NA,NA,NA,NA,"07/18/2024 12:00:00",NA,NA,NA,NA,NA,NA,"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","37","35893185014","Water","07/18/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","07/30/2024","07/30/2024","Results 7-18-2024.xls","7-18-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...297",NA,NA,NA,NA,NA,NA,"07/18/2024 12:00:00",NA,NA,NA,NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.91,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","36","35893185015","Water","07/18/2024","Nitrogen, Ammonia","0.91","0.050","mg/L","350.1 Ammonia","1","07/30/2024","07/30/2024","Results 7-18-2024.xls","7-18-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...298",NA,NA,NA,NA,NA,NA,"07/18/2024 12:00:00",NA,NA,NA,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.16,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","35","35893185016","Water","07/18/2024","Nitrogen, Ammonia","0.16","0.050","mg/L","350.1 Ammonia","1","07/30/2024","07/30/2024","Results 7-18-2024.xls","7-18-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...299",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.055,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","1","35898974001","Water","08/15/2024","Nitrogen, Ammonia","0.055","0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...300",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.052,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","2","35898974002","Water","08/15/2024","Nitrogen, Ammonia","0.052","0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...301",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","3B","35898974003","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...302",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.088,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","3","35898974004","Water","08/15/2024","Nitrogen, Ammonia","0.088","0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...303",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.85,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","3A","35898974005","Water","08/15/2024","Nitrogen, Ammonia","0.85","0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...304",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","4","35898974006","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...305",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","5","35898974007","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...306",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","6","35898974008","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...307",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","7","35898974009","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...308",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","8","35898974010","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...309",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","9","35898974011","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...310",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","10","35898974012","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...311",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","11","35898974013","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...312",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","12","35898974014","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...313",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","13","35898974015","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...314",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","14","35898974016","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...315",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","15","35898974017","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/17/2024","08/17/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...316",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","16","35898974018","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/20/2024","08/20/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...317",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","17","35898974019","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/20/2024","08/20/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...318",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.039,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","18","35898974020","Water","08/15/2024","Nitrogen, Ammonia","0.039","0.050","mg/L","350.1 Ammonia","1","08/20/2024","08/20/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...319",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.13,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","19","35898974021","Water","08/15/2024","Nitrogen, Ammonia","0.13","0.050","mg/L","350.1 Ammonia","1","08/20/2024","08/20/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...320",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","20","35898974022","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/20/2024","08/20/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...321",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","21","35898974023","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/20/2024","08/20/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...322",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","22","35898974024","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/20/2024","08/20/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...323",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","23","35898974025","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/20/2024","08/20/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...324",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","24","35898974026","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/20/2024","08/20/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...325",NA,NA,NA,NA,NA,NA,"08/15/2024 12:00:00",NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","25","35898974027","Water","08/15/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/20/2024","08/20/2024","Results 08-15-2024.xls","08-15-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...326",NA,NA,NA,NA,NA,NA,"08/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","26","35899347001","Water","08/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/22/2024","08/22/2024","Results 08-16-2024.xls","08-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...327",NA,NA,NA,NA,NA,NA,"08/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","27","35899347002","Water","08/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/22/2024","08/22/2024","Results 08-16-2024.xls","08-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...328",NA,NA,NA,NA,NA,NA,"08/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","28","35899347003","Water","08/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/22/2024","08/22/2024","Results 08-16-2024.xls","08-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...329",NA,NA,NA,NA,NA,NA,"08/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","33","35899347004","Water","08/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","08/22/2024","08/22/2024","Results 08-16-2024.xls","08-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...330",NA,NA,NA,NA,NA,NA,"08/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.11,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","32","35899347005","Water","08/16/2024","Nitrogen, Ammonia","0.11","0.050","mg/L","350.1 Ammonia","1","08/22/2024","08/22/2024","Results 08-16-2024.xls","08-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
